SpecimenCode	Subfamily	Genus	Species	LifeStageSex	Medium	SpecimenNotes	DNANotes	LocatedAt	OwnedBy	TypeStatus	DeterminedBy	DateDetermined	CollectionCode	CollectedBy	DateCollectedStart	DateCollectedEnd	Method	Habitat	Microhabitat	CollectionNotes	LocalityName	Adm1	Adm2	Country	Elevation	ElevationMaxError	LocLatitude	LocLongitude	LatLonMaxError	Bioregion	LocalityNotes	LocalityCode	Created	uploadId
casent0013676	dolichoderinae	linepithema	humile	3 workers	Pin				NHMUK				ANTC6940		1934-02-08			In Church			York	South Carolina	York	United States			35.0	-81.25		Nearctic		York35.0,-81.25	2024-08-16 02:45:35.0	1691	
casent0013677	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0781	A.V. Suarez	1999-02-08						Colon	Entre RÃ­os	ColÃ³n	Argentina			-32.25	-58.1167		Neotropical		Colon	2024-08-16 02:50:43.0	1691	
casent0013678	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0782	A.V. Suarez	1999-02-08						Colon	Entre RÃ­os	ColÃ³n	Argentina			-32.25	-58.1167		Neotropical		Colon	2024-08-16 02:50:43.0	1691	
casent0013679	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0783	A.V. Suarez	1999-02-08						Colon	Entre RÃ­os	ColÃ³n	Argentina			-32.25	-58.1167		Neotropical		Colon	2024-08-16 02:50:43.0	1691	
casent0013680	dolichoderinae	linepithema	humile	>5 workers	Pin				FML				ANTC6941	B. Fuentes	1998-02-08						Res.Nat. Otamendi, 70k NE B.A.	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		Res_Nat_Otamendi	2024-08-16 02:45:35.0	1691	
casent0013681	dolichoderinae	linepithema	humile	3 workers	Pin				NHMUK				ANTC6942	A. Giusti	2003-03-08						Orbetello, Il Poggiolo (Poggiolo not found, Coords given for Orbetello)	Toscana		Italy			42.45	11.21667		Palearctic		Orbetello	2024-08-16 02:45:35.0	1691	
casent0013682	dolichoderinae	linepithema	humile	3 queens, 3 workers	Pin				PSWC				PSW13221	P.S. Ward	1996-09-08			old field/pasture	under stone		Passo do Lontra	Mato Grosso do Sul		Brazil	80		-19.5833	-57.0167		Neotropical		Passo_do_Lontra_80	2024-08-16 02:45:35.0	1691	
casent0013683	dolichoderinae	linepithema	humile	2 workers	Pin				NHMUK				ANTC6943	Lindberg	1957-06-08						Arenara" (not found)	Canary Islands		Spain						Palearctic		Arenara	2024-08-16 02:45:35.0	1691	
casent0013684	dolichoderinae	linepithema	humile	>5 workers	Pin				MZSP				KL00989	K. Lenko	1960-12-08						CorumbÃ¡. Faz. Sta. Blanca.	Mato Grosso do Sul		Brazil			-19.0167	-57.65		Neotropical		Faz_Sta_Blanca	2024-08-16 02:45:35.0	1691	
casent0013685	dolichoderinae	linepithema	humile	>5 workers	Pin				FML				ANTC6944	M.J. Ramirez	1995-02-05	1995-02-08					Parque Nacional IguazÃº	Misiones		Argentina			-25.7	-54.4333		Neotropical		Parque_Nacional_Iguazu	2024-08-16 02:45:35.0	1691	
casent0013686	dolichoderinae	linepithema	humile	1 queen, 2 workers	Pin				PSWC				PSW12971	P.S. Ward	1996-03-09			coastal pine forest	ex rotten log		Torrey Pines State Res.	California	San Diego	United States	50		32.9167	-117.25		Nearctic	coordinates obtained from GPS	Torrey_Pine_State_50	2024-08-16 02:45:35.0	1691	
casent0013687	dolichoderinae	linepithema	humile	3 workers	Pin				NHMUK				ANTC6945	A. Giusti	2003-03-09						Orbetello, Il Poggiolo (Poggiolo not found, Coords given for Orbetello)	Toscana		Italy			42.45	11.21667		Palearctic		Orbetello	2024-08-16 02:45:35.0	1691	
casent0013688	dolichoderinae	linepithema	humile	2 workers	Pin				NHMB				ANTC6946		1913-04-09							Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013689	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS1287.1	A.V. Suarez	1998-04-09						Guerrero Negro	Baja California Sur		Mexico			27.95	-114.05		Nearctic		Guerrero_Negro	2024-08-16 02:50:43.0	1691	
casent0013690	dolichoderinae	linepithema	humile	1 worker	Pin				NHMUK				ANTC6947	Lindberg	1959-05-09						Porto da Cruz	Madeira		Portugal			32.7667	-16.8333		Palearctic		Porto_da_Cruz	2024-08-16 02:45:35.0	1691	
casent0013691	dolichoderinae	linepithema	humile	2 males	Pin				UCDC				AVS0392	A.V. Suarez	1996-05-09						E. San Diego	California	San Diego	United States	76		33.2333	-117.15		Nearctic		E_San_Diego	2024-08-16 02:45:35.0	1691	
casent0013692	dolichoderinae	linepithema	humile	1 worker	Pin				MCZ				ANTC6948	A. Schatzmayr	1935-06-09						Lisbona	Lisboa		Portugal			38.7167	-9.1333		Palearctic		Lisbona	2024-08-16 02:45:35.0	1691	
casent0013693	dolichoderinae	linepithema	humile	3 males	Pin				UCDC				AVS0388	A.V. Suarez	1996-06-09							California	San Diego	United States	115		33.2833	-117.1333		Nearctic		San_Diego_115	2024-08-16 02:45:35.0	1691	
casent0013694	dolichoderinae	linepithema	humile	3 workers	Pin				UCDC				ANTC6949	S.L. Heydon | E. Arias	1994-12-09						3 km W Florida	BiobÃ­o		Chile			-36.8167	-72.6833		Neotropical		Florida_3km_W	2024-08-16 02:45:35.0	1691	
casent0013695	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6950		1913-01-01						Madeira	Madeira		Portugal			32.6333	-16.9		Palearctic		Madeira_c	2024-08-16 02:45:35.0	1691	
casent0013696	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6951		1913-02-01							Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013697	dolichoderinae	linepithema	humile	2 workers	Pin				FML				ANTC6952		1952-02-01						Lima-ZÃ¡rete	Buenos Aires		Argentina			-34.05	-59.2		Neotropical		Lima-34.05,-59.2	2024-08-16 02:45:35.0	1691	
casent0013698	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6953	B. Bolton	1982-02-01						Algarve, Luz nr. Lagos	Faro		Portugal			37.0833	-8.7333		Palearctic		Algarve	2024-08-16 02:45:35.0	1691	
casent0013699	dolichoderinae	linepithema	humile	2 workers	Pin				NHMUK				ANTC6954	H. Donisthorpe	1926-03-01						Palermo	Sicilia		Italy			38.1167	13.3667		Palearctic		Palermo_a	2024-08-16 02:45:35.0	1691	
casent0013700	dolichoderinae	linepithema	humile	>5 workers	Pin				MCZ				ANTC6955	P.F. Robertson	1932-03-01						Gonzalez	Florida	Escambia	United States			30.5667	-87.3		Nearctic		Gonzalez	2024-08-16 02:45:35.0	1691	
casent0013701	dolichoderinae	linepithema	humile	5 workers	Pin				MZSP				BK3069	B. Kelber	1959-04-01						Pto. Murtinho	Mato Grosso do Sul		Brazil			-21.7	-57.8667		Neotropical		Pto_Murtinho	2024-08-16 02:45:35.0	1691	
casent0013702	dolichoderinae	linepithema	humile	1 worker	Pin				USNM				ANTC6956	N.L.H. Krauss	1962-04-01						Praia das Macas	Lisboa		Portugal			38.8167	-9.4667		Palearctic		Praia_das_Macas	2024-08-16 02:45:35.0	1691	
casent0013703	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6957	N.L.H. Krauss	1965-04-01						Mexico City	MÃ©xico		Mexico			19.4333	-99.1333		Neotropical		Mexico_City_a	2024-08-16 02:45:35.0	1691	
casent0013704	dolichoderinae	linepithema	humile	2 workers	Pin				UCDC				ANTC6958	P. Folgarait	1996-09-01							Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013705	dolichoderinae	linepithema	humile	2 queens, >5 workers	Pin	geolocate_UncertaintyRadiusMeters: 3036 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 86 geolocate_Precision: High geolocate_ParsePattern: SANTO TIRSO			NHMUK				ANTC6959	H. Schmitz	1938-05-01						Santo Tirso			Portugal			41.342567	-8.477456		Palearctic		Santo_Tirso	2024-08-16 02:45:35.0	1691	
casent0013706	dolichoderinae	linepithema	humile	2 workers	Pin				NHMUK				ANTC6960		1945-05-01						Glasgow			United Kingdom			55.8333	-4.25		Palearctic		Glasgow	2024-08-16 02:45:35.0	1691	
casent0013707	dolichoderinae	linepithema	humile	1 worker	Pin	geolocate_UncertaintyRadiusMeters: 301 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 87 geolocate_Precision: High geolocate_ParsePattern: GRAN CANARIA			USNM				ANTC6961	N.L.H. Krauss	1962-05-01						Gran Canaria	Canary Islands		Spain			28.13289	-15.43584		Palearctic		Gran_Canaria	2024-08-16 02:45:35.0	1691	
casent0013708	dolichoderinae	linepithema	humile	3 queens	Pin				NHMUK				ANTC6962		1912-06-01						Orotava	Canary Islands		Spain			28.7667	-17.75		Palearctic		Orotava	2024-08-16 02:45:35.0	1691	
casent0013709	dolichoderinae	linepithema	humile	3 workers	Pin				MCZ				ANTC6963	Chopard	1920-06-01						Cannes	Provence-Alpes-CÃ´te d'Azur		France			43.55	7.0167		Palearctic		Cannes_a	2024-08-16 02:45:35.0	1691	
casent0013710	dolichoderinae	linepithema	humile	2 queens, >5 workers, 2 males	Pin				NHMB				ANTC6964	Chopard	1920-06-01						Cannes	Provence-Alpes-CÃ´te d'Azur		France			43.55	7.0167		Palearctic		Cannes_a	2024-08-16 02:45:35.0	1691	
casent0013711	dolichoderinae	linepithema	humile	1 worker	Pin				NHMUK				ANTC6965	C.E. Stott	1929-06-01						LeÃ§a	Porto		Portugal			41.2	-8.7		Palearctic		Leca41.2,-8.7	2024-08-16 02:45:35.0	1691	
casent0013712	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6966	T. Quinlan	1979-06-01						Minorca, Cala Forcat (nr. Ciutadella -AW)	Balearic Islands		Spain			40.0	3.8333		Palearctic		Minorca	2024-08-16 02:45:35.0	1691	
casent0013713	dolichoderinae	linepithema	humile	1 worker	Pin				NHMB				ANTC6967	Guido Paoli	1920-07-01						San Remo	Liguria		Italy			43.8167	7.7667		Palearctic		San_Remo	2024-08-16 02:45:35.0	1691	
casent0013714	dolichoderinae	linepithema	humile	>5 workers	Pin				USNM				ANTC6968	N.L.H. Krauss	1961-07-01						Asuncion, Central	Central		Paraguay			-25.2667	-57.8167		Neotropical		Asuncion_Central	2024-08-16 02:45:35.0	1691	
casent0013715	dolichoderinae	linepithema	humile	1 worker	Pin				NHMUK				ANTC6969	D. Jackson	1979-07-01						Centre-Sud, N koemvon	South		Cameroon			2.8	11.1333		Afrotropical	Coordinates from Geographical Names, Nkoemvon	Nkoemvon	2024-08-16 02:45:35.0	1691	
casent0013716	dolichoderinae	linepithema	humile	1 worker	Pin	geolocate_UncertaintyRadiusMeters: 301 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 80 geolocate_Precision: High geolocate_ParsePattern: CHACO			NHMW				ANTC6970								Chaco			Paraguay			-23.0	-60.0		Neotropical		Chaco	2024-08-16 02:45:35.0	1691	
casent0013717	dolichoderinae	linepithema	humile	3 workers	Pin				USNM				ANTC6971	N.L.H. Krauss	1956-08-01						Tangier	Tanger-TÃ©touan-Al HoceÃ¯ma		Morocco			35.7833	-5.8167		Palearctic		Tangier_a	2024-08-16 02:45:35.0	1691	
casent0013718	dolichoderinae	linepithema	humile	>5 workers	Pin				USNM				ANTC6972	N.L.H. Krauss	1956-08-01						Estoril	Lisboa		Portugal			38.7	-9.4		Palearctic		Estoril	2024-08-16 02:45:35.0	1691	
casent0013719	dolichoderinae	linepithema	humile	>5 workers	Pin				USNM				ANTC6973	N.L.H. Krauss	1956-08-01						Malaga	Andalusia		Spain			36.7167	-4.4167		Palearctic		Malaga_a	2024-08-16 02:45:35.0	1691	
casent0013720	dolichoderinae	linepithema	humile	2 workers	Pin				USNM				ANTC6974	N.L.H. Krauss	1960-08-01						Cascais	Lisboa		Portugal			38.7	-9.4167		Palearctic		Cascais	2024-08-16 02:45:35.0	1691	
casent0013721	dolichoderinae	linepithema	humile	1 worker	Pin				USNM				ANTC6975	N.L.H. Krauss	1960-08-01						Mafra	Lisboa		Portugal			38.9333	-9.3333		Palearctic		Mafra	2024-08-16 02:45:35.0	1691	
casent0013722	dolichoderinae	linepithema	humile	3 workers	Pin				NHMUK				ANTC6976	Andrews	1978-08-01						Madeira (Coords given for island)	Madeira		Portugal			32.6333	-16.9		Palearctic		Madeira_b	2024-08-16 02:45:35.0	1691	
casent0013723	dolichoderinae	linepithema	humile	>5 workers	Pin				MZSP				ANTC6977	P. Majlut	1982-08-01						Los Condores	Lima		Peru			-12.05	-77.05		Neotropical		Los_Condores	2024-08-16 02:45:35.0	1691	
casent0013724	dolichoderinae	linepithema	humile	5 workers	Pin				MZSP				ANTC6978	Garbe	1914-10-01						N. WÃ¼rtemberg	Rio Grande do Sul		Brazil			-28.3	-53.5		Neotropical		N_Wurtemberg	2024-08-16 02:45:35.0	1691	
casent0013725	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6979	H. Donisthorpe	1915-10-01						Eastbourne			United Kingdom			50.8	0.25		Palearctic		Eastbourne	2024-08-16 02:45:35.0	1691	
casent0013726	dolichoderinae	linepithema	humile	1 worker	Pin				NHMB				ANTC6980	Bergh	1934-10-01						Funchal, Madeira Is.	Madeira		Portugal			32.6333	-16.9		Palearctic		Funchal_Madeira_Is	2024-08-16 02:45:35.0	1691	
casent0013727	dolichoderinae	linepithema	humile	5 workers	Pin				NHMUK				ANTC6981		1944-10-01				infesting block of flats		Lewes	England	Sussex	United Kingdom			50.8667	-0.0167		Palearctic		Lewes	2024-08-16 02:45:35.0	1691	
casent0013728	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6982	M. Samways	1979-10-01						Nelspruit	Mpumalanga		South Africa			-25.4667	30.9667		Afrotropical		Nelspruit	2024-08-16 02:45:35.0	1691	
casent0013729	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6983	N.L.H. Krauss	1960-11-01						Funchal	Madeira		Portugal			32.6333	-16.9		Palearctic		Funchal	2024-08-16 02:45:35.0	1691	
casent0013730	dolichoderinae	linepithema	humile	2 workers	Pin				NHMUK				ANTC6984		1912-12-01							Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013731	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6985	C.A. Fletcher | G. Arnold	1912-12-01						("Basutuland")	Maseru		Lesotho			-29.3167	27.4833		Afrotropical		Maseru	2024-08-16 02:45:35.0	1691	
casent0013732	dolichoderinae	linepithema	humile	3 workers	Pin				NHMUK				ANTC6986		1914-12-01						New Orleans	Louisiana	Orleans	United States			29.9667	-90.0667		Nearctic		New_Orleans	2024-08-16 02:45:35.0	1691	
casent0013733	dolichoderinae	linepithema	humile	>5 workers	Pin	geolocate_UncertaintyRadiusMeters: 3036 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 81 geolocate_Precision: High geolocate_ParsePattern: TEMUCO			MZSP				AM5365	A. MÃ¼nchen	1965-12-01						Temuco			Chile			-37.66795	-73.388626		Neotropical		Temuco	2024-08-16 02:45:35.0	1691	
casent0013734	dolichoderinae	linepithema	humile	3 workers	Pin				MHNG				ANTC6987	E. Donisthorpe								Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013735	dolichoderinae	linepithema	humile	1 worker	Pin				NHMB				ANTC6988	Ris.								Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013736	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMW				ANTC6989									Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013737	dolichoderinae	linepithema	humile	1 worker	Pin				NHMW				ANTC6990									Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013738	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMW				ANTC6991									Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013739	dolichoderinae	linepithema	humile	1 worker	Pin				NHMB				ANTC6992									Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013740	dolichoderinae	linepithema	humile	3 workers	Pin				NHMW				ANTC6993									Buenos Aires		Argentina			-34.6333	-58.35		Neotropical		Buenos_Aires_a	2024-08-16 02:45:35.0	1691	
casent0013741	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMB				ANTC6994	C. Bruch							La Plata	Buenos Aires		Argentina			-34.9333	-57.95		Neotropical		La_Plata_a	2024-08-16 02:45:35.0	1691	
casent0013742	dolichoderinae	linepithema	humile	1 queen, 2 workers	Pin				MACN				ANTC6995	C. Bruch							Rosas- F.C.Sud	Buenos Aires		Argentina			-35.9667	-58.9333		Neotropical		Rosas-_FC_Sud	2024-08-16 02:45:35.0	1691	
casent0013743	dolichoderinae	linepithema	humile	1 queen, 4 workers, 3 males	Pin				MACN				ANTC6996									Corrientes	Capital	Argentina			-27.4667	-58.8333		Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degr	Corrientes_a	2024-08-16 02:45:35.0	1691	
casent0013744	dolichoderinae	linepithema	humile	3 workers	Pin				MHNG				ANTC6997	MacDonagh							EstaciÃ³n Sosa, Deparramento ParanÃ¡	Entre RÃ­os	ParanÃ¡	Argentina			-31.6667	-60.0		Neotropical	(Sosa not found, coords given for Dept.ParanÃ¡)	Estacion_Sosa_Deparr	2024-08-16 02:45:35.0	1691	
casent0013745	dolichoderinae	linepithema	humile	5 workers	Pin				NHMB				ANTC6998	MacDonagh							EstaciÃ³n Sosa, Deparramento ParanÃ¡	Entre RÃ­os	ParanÃ¡	Argentina			-31.6667	-60.0		Neotropical	(Sosa not found, coords given for Dept.ParanÃ¡)	Estacion_Sosa_Deparr	2024-08-16 02:45:35.0	1691	
casent0013746	dolichoderinae	linepithema	humile	>5 workers	Pin	geolocate_UncertaintyRadiusMeters: 3036 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 37 geolocate_Precision: Low geolocate_ParsePattern: GILBERT			MACN				ANTC6999								Est. Gilbert	Entre RÃ­os	GualeguaychÃº	Argentina			-32.53499	-58.931347		Neotropical		Est_Gilbert	2024-08-16 02:45:35.0	1691	
casent0013747	dolichoderinae	linepithema	humile	5 workers	Pin				MACN				ANTC7000								Est. Sosa	Entre RÃ­os	ParanÃ¡	Argentina			-31.7333	-59.9167		Neotropical		Est_Sosa	2024-08-16 02:45:35.0	1691	
casent0013748	dolichoderinae	linepithema	humile	>5 workers	Pin				MACN				ANTC7001	C. Bruch							s.loc.	Entre RÃ­os		Argentina						Neotropical		s_loc_AR_Entre_Rios	2024-08-16 02:45:35.0	1691	
casent0013749	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMB				ANTC7002	C. Bruch							Villaguay	Entre RÃ­os	Villaguay	Argentina			-31.85	-59.0167		Neotropical		Villaguay_a	2024-08-16 02:45:35.0	1691	
casent0013750	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMB				ANTC7003	Joergensen								Formosa	Formosa	Argentina			-26.1833	-58.1833		Neotropical		Formosa	2024-08-16 02:45:35.0	1691	
casent0013751	dolichoderinae	linepithema	humile	3 workers	Pin				MACN				ANTC7004									Formosa	Formosa	Argentina			-26.1833	-58.1833		Neotropical		Formosa	2024-08-16 02:45:35.0	1691	
casent0013752	dolichoderinae	linepithema	humile	>5 workers	Pin				MZSP				NK4907	N.K.							Posadas	Misiones	Capital	Argentina			-27.3833	-55.8833		Neotropical		Posadas_a	2024-08-16 02:45:35.0	1691	
casent0013753	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMB				ANTC7005	C. Bruch							Fives Lille	Santa Fe	San Justo	Argentina			-30.15	-60.35		Neotropical		Fives_Lille_a	2024-08-16 02:45:35.0	1691	
casent0013754	dolichoderinae	linepithema	humile	>5 workers	Pin				MACN				ANTC7006	A. Stevenin							Rosario	Santa Fe	Rosario	Argentina			-32.95	-60.6667		Neotropical		Rosario_b	2024-08-16 02:45:35.0	1691	
casent0013755	dolichoderinae	linepithema	humile	3 workers	Pin				NHMB				ANTC7007	V. Steiger							s loc	Santa Fe		Argentina						Neotropical		s_loc_AR_Santa_Fe	2024-08-16 02:45:35.0	1691	
casent0013756	dolichoderinae	linepithema	humile	3 workers	Pin	geolocate_UncertaintyRadiusMeters: 301 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 40 geolocate_Precision: Low geolocate_ParsePattern: 9 DE JULIO			MACN				ANTC7008								9 de Julio. Osc. Orbeal			Argentina			-27.0	-61.333332		Neotropical		Orbeal	2024-08-16 02:45:35.0	1691	
casent0013757	dolichoderinae	linepithema	humile	5 workers, 5 males	Pin				MACN				ANTC7009	C. Bruch							Olivos	Buenos Aires		Argentina			-34.5167	-58.5		Neotropical		Olivos	2024-08-16 02:45:35.0	1691	
casent0013758	dolichoderinae	linepithema	humile	>5 workers	Pin	geolocate_UncertaintyRadiusMeters: 301 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 84 geolocate_Precision: High geolocate_ParsePattern: ARGENTINA			NHMW				ANTC7010											Argentina			-34.0	-64.0		Neotropical		Argentina	2024-08-16 02:45:35.0	1691	
casent0013759	dolichoderinae	linepithema	humile	1 queen	Pin				NHMUK				ANTC7011	R.T.M. Prescott							s. loc	Victoria		Australia						Australasia		s_loc_AS_Victoria	2024-08-16 02:45:35.0	1691	
casent0013760	dolichoderinae	linepithema	humile	>5 workers	Pin				MHNG				ANTC7012								Jardin Botanico	Brussels-Capital		Belgium			50.8333	4.3333		Palearctic		Jardin_Botanico	2024-08-16 02:45:35.0	1691	
casent0013761	dolichoderinae	linepithema	humile	2 workers, 3 males	Pin				NHMB				ANTC7013								Bruxelles			Belgium			50.8333	4.3333		Palearctic		Bruxelles	2024-08-16 02:45:35.0	1691	
casent0013762	dolichoderinae	linepithema	humile	1 worker, 2 males	Pin				NHMUK				ANTC7014								Bruxelles			Belgium			50.8333	4.3333		Palearctic		Bruxelles	2024-08-16 02:45:35.0	1691	
casent0013763	dolichoderinae	linepithema	humile	3 workers, 1 male	Pin				MCZ				ANTC7015	GÃ¶eldi								Rio de Janeiro		Brazil			-22.9	-43.2333		Neotropical		Rio_de_Janeiro_b	2024-08-16 02:45:35.0	1691	
casent0013764	dolichoderinae	linepithema	humile	>5 workers	Pin				MHNG				ANTC7016									Rio de Janeiro		Brazil			-22.9	-43.2333		Neotropical		Rio_de_Janeiro_b	2024-08-16 02:45:35.0	1691	
casent0013765	dolichoderinae	linepithema	humile	>5 workers	Pin				MSNG				ANTC7017									Rio de Janeiro		Brazil			-22.9	-43.2333		Neotropical		Rio_de_Janeiro_b	2024-08-16 02:45:35.0	1691	
casent0013766	dolichoderinae	linepithema	humile	2 workers	Pin	geolocate_UncertaintyRadiusMeters: 301 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 44 geolocate_Precision: Low geolocate_ParsePattern: RIO DE JANEIRO			NHMB				ANTC7018								Rio de Janeiro			Brazil			-22.9068	-43.1729		Neotropical		Rio_de_Janeiro_a	2024-08-16 02:45:35.0	1691	
