SpecimenCode	Subfamily	Genus	Species	LifeStageSex	Medium	SpecimenNotes	DNANotes	LocatedAt	OwnedBy	TypeStatus	DeterminedBy	DateDetermined	CollectionCode	CollectedBy	DateCollectedStart	DateCollectedEnd	Method	Habitat	Microhabitat	CollectionNotes	LocalityName	Adm1	Adm2	Country	Elevation	ElevationMaxError	LocLatitude	LocLongitude	LatLonMaxError	Bioregion	LocalityNotes	LocalityCode	Created	uploadId
casent0227793	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF546	E. Phillips	2005-03-17		Bay Area Ant Survey (BAAS)			Linepithema humile	Palomaris Park Castro Valley 94552	California	Alameda	United States			37.702175	-122.03637		Nearctic		BAAS_CF546	2024-08-16 02:47:46.0	1691	
casent0227794	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF553	L.A. Elkjer	2005-03-01		Bay Area Ant Survey (BAAS)			Linepithema humile	Telegraph Hill neighborhood center, 660 Lombard 94133	California	San Francisco	United States			37.802925	-122.412224		Nearctic		BAAS_CF553	2024-08-16 02:47:46.0	1691	
casent0227795	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF554	Students	2005-03-04		Bay Area Ant Survey (BAAS)		cracks in cement wall	Linepithema humile	Buri Buri School, 120 El Campo, South San Francisco	California	San Mateo	United States			37.656044	-122.444595		Nearctic		BAAS_CF554	2024-08-16 02:47:46.0	1691	
casent0227796	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF574	Students	2005-03-04		Bay Area Ant Survey (BAAS)		under plants	Linepithema humile	Buri Buri Elementary School, 120 El Campo, South 94080	California	San Mateo	United States			37.656044	-122.444595		Nearctic		BAAS_CF574	2024-08-16 02:47:46.0	1691	
casent0227797	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF575	E.R. Phillips	2005-04-17		Bay Area Ant Survey (BAAS)		on trail walkway	Linepithema humile	Palomaris Park Castro valley, 94552	California	Alameda	United States			37.7169	-122.0246		Nearctic		BAAS_CF575	2024-08-16 02:47:46.0	1691	
casent0227798	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF601	P. Caryl	2005-02-22		Bay Area Ant Survey (BAAS)		in crackin concrete	Linepithema humile	San Francisco Airport Post Office, 660 Wesfield Rd. 94128	California	San Mateo	United States			37.623722	-122.38352		Nearctic		BAAS_CF601	2024-08-16 02:47:46.0	1691	
casent0227800	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF608	S.E. Velez	2005-02-12		Bay Area Ant Survey (BAAS)	condo complex		Linepithema humile	1001 Saddleback Dr.	California	San Francisco	United States			37.70904	-122.42678		Nearctic		BAAS_CF608	2024-08-16 02:47:46.0	1691	
casent0227804	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF629	P.M. Browning	2005-05-20		Bay Area Ant Survey (BAAS)		edge living room carpet	Linepithema humile	3455 Louis Rd, Palo Alto	California	Santa Clara	United States			37.43071	-122.11268		Nearctic		BAAS_CF629	2024-08-16 02:47:46.0	1691	
casent0227807	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF672	M.J. Grenafege	2005-02-28		Bay Area Ant Survey (BAAS)			Linepithema humile	47 Santa Barbara, San Anselmo 94960	California	Marin	United States			37.987423	-122.56537		Nearctic		BAAS_CF672	2024-08-16 02:47:46.0	1691	
casent0227810	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF750	M.Z. Shanmugam	2005-05-10		Bay Area Ant Survey (BAAS)		front porch	Linepithema humile	125 Topaz Way	California	San Francisco	United States			37.74093	-122.43648		Nearctic		BAAS_CF750	2024-08-16 02:47:46.0	1691	
casent0227811	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF762	P. Weschler	2005-08-31		Bay Area Ant Survey (BAAS)	house		Linepithema humile	5837 Sacramento Ave, Richmond 94804	California	Contra Costa	United States			37.90585	-122.309166		Nearctic		BAAS_CF762	2024-08-16 02:47:46.0	1691	
casent0227813	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF818	C.A. Smith	2005-04-08		Bay Area Ant Survey (BAAS)			Linepithema humile	875 Howard, across Street from CAS	California	San Francisco	United States			37.78181	-122.40428		Nearctic		BAAS_CF818	2024-08-16 02:47:46.0	1691	
casent0227817	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF86	D.M. Eakin	2005-02-05		Bay Area Ant Survey (BAAS)	backyard	below surface of damp soil	Linepithema humile	6256 Highland Ave., Richmond 94805	California	Contra Costa	United States			37.944492	-122.31345		Nearctic		BAAS_CF86	2024-08-16 02:47:46.0	1691	
casent0227818	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF873	K.K. Regalado	2005-03-12		Bay Area Ant Survey (BAAS)		flower box	Linepithema humile	3686 Louis Rd, Palo Alto, 94303	California	Santa Clara	United States			37.42803	-122.1084		Nearctic		BAAS_CF873	2024-08-16 02:47:46.0	1691	
casent0227819	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF882	A.M. Rees	2005-07-20		Bay Area Ant Survey (BAAS)	private home	in patio cement	Linepithema humile	942 Fountain St, Alameda 94501	California	Alameda	United States			37.7525	-122.2389		Nearctic		BAAS_CF882	2024-08-16 02:47:46.0	1691	
casent0227820	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF886	L.W. Bonderud	2005-05-12		Bay Area Ant Survey (BAAS)		cement water drainage	Linepithema humile	Ocean Shore Elementary School, 930 Odstad Blvd., Pacifica	California	San Mateo	United States			37.60521	-122.49137		Nearctic		BAAS_CF886	2024-08-16 02:47:46.0	1691	
casent0227821	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF888	E.D. Amsden	2005-06-19		Bay Area Ant Survey (BAAS)			Linepithema humile	1106 Central Ave, San Jose, 95128	California	Santa Clara	United States			37.31691	-121.93448		Nearctic		BAAS_CF888	2024-08-16 02:47:46.0	1691	
casent0227822	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF890	H.L. Loney	2005-04-14		Bay Area Ant Survey (BAAS)	home		Linepithema humile	12112 Foothill Lane, Los Altos Hills 94022	California	Santa Clara	United States			37.3679	-122.1448		Nearctic		BAAS_CF890	2024-08-16 02:47:46.0	1691	
casent0227825	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF911	C.R. Howard	2005-10-02		Bay Area Ant Survey (BAAS)	front yard	under pear tree	Linepithema humile	104 Bothin Rd, Fairfax	California	Marin	United States			37.993423	-122.598114		Nearctic		BAAS_CF911	2024-08-16 02:47:46.0	1691	
casent0227828	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF93	M.M. Jarrett	2005-01-30		Bay Area Ant Survey (BAAS)	residence		Linepithema humile	1721 Argonne Drive, Concord 94518	California	Contra Costa	United States			37.935196	-122.033966		Nearctic		BAAS_CF93	2024-08-16 02:47:46.0	1691	
casent0227829	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CF958	A.B. Klein	2005-03-12		Bay Area Ant Survey (BAAS)			Linepithema humile	3686 Louis Rd, Palo Alto, 94303	California	Santa Clara	United States			37.42803	-122.1084		Nearctic		BAAS_CF958	2024-08-16 02:47:46.0	1691	
casent0227831	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CM14	C.L. Moore	2004-10-24		Bay Area Ant Survey (BAAS)			Linepithema humile	Adeline Park or Mills Canyon Park, 2938 Adeline Dr.	California	San Mateo	United States			37.577877	-122.38987		Nearctic		BAAS_CM14	2024-08-16 02:47:46.0	1691	
casent0227833	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CP972	R.S. Young	2005-04-20		Bay Area Ant Survey (BAAS)		gravel driveway	Linepithema humile	727 Liberty Rd., Petaluma, 94952	California	Sonoma	United States			38.24349	-122.64862		Nearctic		BAAS_CP972	2024-08-16 02:47:46.0	1691	
casent0227848	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CQS015	C.D. Quock	2006-01-04		Bay Area Ant Survey (BAAS)	on damp exposed soil	ants found under rock and foraging	Linepithema humile	Point Lobos	California	San Francisco	United States			37.7853	-122.5089		Nearctic		BAAS_CQS015	2024-08-16 02:47:46.0	1691	
casent0227849	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CQS016	C.D. Quock	2006-01-11		Bay Area Ant Survey (BAAS)	on damp exposed soil	under rock and foraging	Linepithema humile	Glen Canyon	California	San Francisco	United States			37.73964	-122.44074		Nearctic		BAAS_CQS016	2024-08-16 02:47:46.0	1691	
casent0227857	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CQS024	C.D. Quock	2006-04-27		Bay Area Ant Survey (BAAS)	in sandy soil	under rotting log	Linepithema humile	Presidio	California	San Francisco	United States			37.7901	-122.4827		Nearctic		BAAS_CQS024	2024-08-16 02:47:46.0	1691	
casent0227872	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_CQS039	C.D. Quock	2006-06-27		Bay Area Ant Survey (BAAS)		foraging on sidewalk pavement.	Linepithema humile	near intersection of Clarendon and Galewood Streets	California	San Francisco	United States			37.7532	-122.4559		Nearctic		BAAS_CQS039	2024-08-16 02:47:46.0	1691	
casent0246288	dolichoderinae	linepithema	humile	1 alate queen	Pin	From: Carolina I. Paris, Universidad de Buenos Aires							CIP313	C. Paris	2012-11-22		Manual		in soil, at the edge of Malvina road	Disturbed. Nest sampled on 27/x/2012 and keep at laboratory until gynes appeared (22/xi/2012)	Otamendi	Buenos Aires		Argentina			-34.21895	-58.89445		Neotropical		Otamendi_b	2024-08-16 02:48:44.0	1691	
casent0249733	dolichoderinae	linepithema	humile	1 worker	Pin	pin: 1 dealate queen, 2 workers			PSWC				PSW13289	P.S. Ward	1997-03-16			grassland	under stone		San Bruno Mt.	California	San Mateo	United States	50		37.6833	-122.4333		Nearctic	coordinates obtained from Label	San_Bruno_Mtn_50_Bay_Area	2024-08-16 02:48:10.0	1691	
casent0270633	dolichoderinae	linepithema	humile	1 worker	Pin		DNA voucher		CASC			2011-12-21	EHL0002	E.H. Lokensgaard	2011-10-22	2011-10-23		grassland	tree branch		Pepperwood Ranch, 15km N Santa Rosa	California	Sonoma	United States	440		38.57892	-122.70155		Nearctic		Pepperwood_Ranch_440	2024-08-16 02:48:09.0	1691	
casent0270633-d01	dolichoderinae	linepithema	humile	1 worker	Vial (95% EtOH)		2, sent for barcoding, Guelph CCDB-016889;BOLD Process ID: ASANK2941-12; COI Lenghth: 0; BIN		CASC				EHL0002	E.H. Lokensgaard	2011-10-22	2011-10-23		grassland	tree branch		Pepperwood Ranch, 15km N Santa Rosa	California	Sonoma	United States	440		38.57892	-122.70155		Nearctic		Pepperwood_Ranch_440	2024-08-16 02:48:09.0	1691	
casent0270634	dolichoderinae	linepithema	humile	1 worker	Pin		DNA voucher		CASC				EHL0002	E.H. Lokensgaard	2011-10-22	2011-10-23		grassland	tree branch		Pepperwood Ranch, 15km N Santa Rosa	California	Sonoma	United States	440		38.57892	-122.70155		Nearctic		Pepperwood_Ranch_440	2024-08-16 02:48:09.0	1691	
casent0270634-d01	dolichoderinae	linepithema	humile	1 worker	Vial (95% EtOH)		2, sent for barcoding, Guelph CCDB-016889;BOLD Process ID: ASANK2942-12; COI Lenghth: 0; BIN		CASC				EHL0002	E.H. Lokensgaard	2011-10-22	2011-10-23		grassland	tree branch		Pepperwood Ranch, 15km N Santa Rosa	California	Sonoma	United States	440		38.57892	-122.70155		Nearctic		Pepperwood_Ranch_440	2024-08-16 02:48:09.0	1691	
casent0270635	dolichoderinae	linepithema	humile	1 worker	Pin		DNA voucher		CASC			2011-12-21	EHL0004	E.H. Lokensgaard	2011-10-22	2011-10-23		grassland	on rock		Pepperwood Ranch, 15km N Santa Rosa	California	Sonoma	United States	440		38.57892	-122.70155		Nearctic		Pepperwood_Ranch_440	2024-08-16 02:48:09.0	1691	
casent0270635-d01	dolichoderinae	linepithema	humile	1 worker	Vial (95% EtOH)		2, sent for barcoding, Guelph CCDB-016889;BOLD Process ID: ASANK2943-12; COI Lenghth: 0; BIN		CASC				EHL0004	E.H. Lokensgaard	2011-10-22	2011-10-23		grassland	on rock		Pepperwood Ranch, 15km N Santa Rosa	California	Sonoma	United States	440		38.57892	-122.70155		Nearctic		Pepperwood_Ranch_440	2024-08-16 02:48:09.0	1691	
casent0270636	dolichoderinae	linepithema	humile	1 worker	Pin		DNA voucher		CASC				EHL0004	E.H. Lokensgaard	2011-10-22	2011-10-23		grassland	on rock		Pepperwood Ranch, 15km N Santa Rosa	California	Sonoma	United States	440		38.57892	-122.70155		Nearctic		Pepperwood_Ranch_440	2024-08-16 02:48:09.0	1691	
casent0270636-d01	dolichoderinae	linepithema	humile	1 worker	Vial (95% EtOH)		3, sent for barcoding, Guelph CCDB-016889;BOLD Process ID: ASANK2944-12; COI Lenghth: 0; BIN		CASC				EHL0004	E.H. Lokensgaard	2011-10-22	2011-10-23		grassland	on rock		Pepperwood Ranch, 15km N Santa Rosa	California	Sonoma	United States	440		38.57892	-122.70155		Nearctic		Pepperwood_Ranch_440	2024-08-16 02:48:09.0	1691	
casent0270755	dolichoderinae	linepithema	humile	1 worker	Pin			UCSF virus study voucher	CASC			2011-12-16	CASBZ27	R.L. Zuparko	2011-09-04		hand collection	driveway	ground forager(s)		Oakland, 5315 Thomas Avenue	California	Alameda	United States	335		37.83765	-122.24978		Nearctic	coordinates obtained from GPS	Oakland_335	2024-08-16 02:48:02.0	1691	
casent0270756	dolichoderinae	linepithema	humile	1 worker	Pin			UCSF virus study voucher	CASC			2011-12-31	BLF27482	B.L. Fisher	2011-09-05		search	garden, abundant argentine ants	under stone		Davis	California	Yolo	United States	20		38.56775	-121.764		Nearctic	coordinates obtained from GPS	Davis_a	2024-08-16 02:48:02.0	1691	
casent0270757	dolichoderinae	linepithema	humile	1 worker	Pin			UCSF virus study voucher	CASC			2011-12-31	BLF27483	B.L. Fisher	2011-09-05		search	garden, abundant argentine ants	on sunflower		Davis	California	Yolo	United States	20		38.56775	-121.764		Nearctic	coordinates obtained from GPS	Davis_a	2024-08-16 02:48:02.0	1691	
casent0270758	dolichoderinae	linepithema	humile	1 worker	Pin			UCSF virus study voucher	CASC			2011-12-31	BLF27484	B.L. Fisher	2011-09-05		search	garden, argentine ants less abundant, replaces at times by other ants	on sunflower		Davis, Village Homes	California	Yolo	United States	20		38.54983	-121.78268		Nearctic	coordinates obtained from GPS	Davis_20	2024-08-16 02:48:02.0	1691	
casent0270759	dolichoderinae	linepithema	humile	1 worker	Pin			UCSF virus study voucher	CASC			2011-12-15	BLF27485	B.L. Fisher	2011-09-05		cookie bait	garden, argentine ants less abundant, replaces at times by other ants			Davis, Village Homes	California	Yolo	United States	20		38.55047	-121.78256		Nearctic	coordinates obtained from GPS	Davis_20_b	2024-08-16 02:48:02.0	1691	
casent0280869	dolichoderinae	linepithema	humile	1 worker	Pin	transect subsample #07			CASC			2012-12-31	BLF01542	B.L. Fisher	1997-12-15		MW 25 sample transect, 5m	montane rainforest	sifted litter (leaf mold, rotten wood)		Table Mnt. Orange Kloof N.R.	Western Cape		South Africa	125		-34.00167	18.39167		Afrotropical		Orange_Kloof_125a	2024-08-16 02:48:20.0	1691	
casent0281314	dolichoderinae	linepithema	humile	1 worker	Pin	transect subsample #10			CASC				BLF01542	B.L. Fisher	1997-12-15		MW 25 sample transect, 5m	montane rainforest	sifted litter (leaf mold, rotten wood)		Table Mnt. Orange Kloof N.R.	Western Cape		South Africa	125		-34.00167	18.39167		Afrotropical		Orange_Kloof_125a	2024-08-16 02:49:22.0	1691	
casent0339362	dolichoderinae	linepithema	humile	1w	pin			MMPC	MMPC		M.M. Prebus	2013-09-18	MMP00446	M.M. Prebus	2011-09-12	2011-09-12	hand collecting	urban	dead bird		1.5km WSW Davis	California	Yolo	United States	15		38.53987	-121.7553	30m	Nearctic		loc38.53987,-121.7553	2023-11-17 01:37:34.0	1482	
casent0500524	dolichoderinae	linepithema	humile	>15	Vial		1: CS; BLF4229-01		CASC		B.L. Fisher	2003-07-16	BLF04229	B.L. Fisher | C.J. Thomas	2001-10-21			urban	ground nest		Davis	California	Yolo	United States	50		38.54556	-121.73806		Nearctic	coordinates obtained from NIMA	Davis_CA	2024-08-16 02:44:19.0	1691	
casent0618847	dolichoderinae	linepithema	humile	adult worker	dry-mount			JTLC	JTLC		J. Longino	2011-10-29	RSA2011-NZ005	R. S. Anderson	2011-02-02	2011-02-02	Winkler	upper beach	litter		North Island, Waitakere Ranges			New Zealand	10		-36.93734	174.46176	30	Australasia		JTL052430	2024-08-16 00:00:11.0	1690	
casent0618850	dolichoderinae	linepithema	humile	adult worker	dry-mount			JTLC	JTLC		J. Longino	2011-10-29	RSA2011-NZ006	R. S. Anderson	2011-02-02	2011-02-02	Winkler	Kauri forest	litter		North Island, Waitakere Ranges			New Zealand	283		-36.96597	174.51277	30	Australasia		JTL052431	2024-08-16 00:00:11.0	1690	
casent0711860	dolichoderinae	linepithema	humile	6w	95% EtOH	1w mounted		MMPC	MMPC		M.M. Prebus	2013-10-02	MMP00446	M.M. Prebus	2011-09-12	2011-09-12	hand collecting	urban	dead bird		1.5km WSW Davis	California	Yolo	United States	15		38.53987	-121.7553	30m	Nearctic		loc38.53987,-121.7553	2023-11-17 01:37:34.0	1482	
casent0711875	dolichoderinae	linepithema	humile	10w	95% EtOH			MMPC	MMPC		M.M. Prebus	2013-10-02	MMP00458	M.M. Prebus	2011-10-09	2011-10-11	pitfall trap	urban park	pitfall trap	Davis pitfall 1	2.5km ESE Davis	California	Yolo	United States	10		38.53762	-121.71363	15m	Nearctic		loc38.53762,-121.71363	2023-11-17 01:37:34.0	1482	
casent0711896	dolichoderinae	linepithema	humile	3w	95% EtOH			MMPC	MMPC		M.M. Prebus	2013-10-02	MMP00625	M.M. Prebus	2012-03-10	2012-03-10	hand collecting	urban park	near concrete wall	Cardiocondyla mauritanica and L. humile	2.5km SW Davis	California	Yolo	United States	20		38.52894	-121.76223	15m	Nearctic		loc38.52894,-121.76223	2023-11-17 01:37:34.0	1482	
casent0712593	dolichoderinae	linepithema	humile	1w	95% EtOH			MMPC	MMPC		M.M. Prebus	2013-11-15	MMP01294	M.M. Prebus	2013-11-11	2013-11-11	hand collecting	oak woodland	strays in leaf litter	Aphaenogaster and Cyphomyrmex workers	4.4km SW Austin	Texas	Travis	United States	195	5m	30.23994	-97.7782	20m	Nearctic		loc30.23994,-97.7782	2023-11-17 01:37:34.0	1482	
casent0712780	dolichoderinae	linepithema	humile	8w	95% EtOH	1dq, 1w mounted		MMPC	MMPC		M.M. Prebus	2014-06-04	MMP01405	M.M. Prebus	2014-04-15	2014-04-15	hand collecting	coastal scrub	foraging trail on ground	Sycamore Canyon campground. Linepithema humile foragers at night. 10:00 PM	20km SE Oxnard	California	Ventura	United States	10	2m	34.07427	-119.01478	5m	Nearctic		loc34.07427,-119.01478	2023-11-17 01:37:34.0	1482	
casent0712996	dolichoderinae	linepithema	humile	1dQ	pin			MMPC	MMPC		M.M. Prebus	2014-06-03	MMP01405	M.M. Prebus	2014-04-15	2014-04-15	hand collecting	coastal scrub	foraging trail on ground	Sycamore Canyon campground. Linepithema humile foragers at night. 10:00 PM	20km SE Oxnard	California	Ventura	United States	10	2m	34.07427	-119.01478	5m	Nearctic		loc34.07427,-119.01478	2023-11-17 01:37:34.0	1482	
casent0712997	dolichoderinae	linepithema	humile	1w	pin			MMPC	MMPC		M.M. Prebus	2014-06-03	MMP01405	M.M. Prebus	2014-04-15	2014-04-15	hand collecting	coastal scrub	foraging trail on ground	Sycamore Canyon campground. Linepithema humile foragers at night. 10:00 PM	20km SE Oxnard	California	Ventura	United States	10	2m	34.07427	-119.01478	5m	Nearctic		loc34.07427,-119.01478	2023-11-17 01:37:34.0	1482	
casent0724000	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35040	Jere Schweikert	2014-08-29	2014-08-31		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724001	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35040	Jere Schweikert	2014-08-29	2014-08-31		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724009	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35041	Jere Schweikert	2014-08-08	2014-08-12		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724021	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35043	Jere Schweikert	2014-07-11	2014-07-14		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724032	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35044	Jere Schweikert	2014-08-15	2014-08-18		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724044	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35045	Jere Schweikert	2014-08-01	2014-08-06		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724058	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35047	Jere Schweikert	2014-07-03	2014-07-06		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724079	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35052	Jere Schweikert	2014-07-18	2014-07-19		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724088	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35054	Jere Schweikert	2014-09-19	2014-09-24		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724099	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35055	Jere Schweikert	2014-09-05	2014-09-10		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724857	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35022	Jere Schweikert	2014-07-25	2014-07-29		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724858	dolichoderinae	linepithema	humile	1 male	Pin				CASC				ANTC35022	Jere Schweikert	2014-07-25	2014-07-29		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724883	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35025	Jere Schweikert	2014-09-12	2014-09-17		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724903	dolichoderinae	linepithema	humile	1 male	Pin				CASC				ANTC35027	Jere Schweikert	2014-06-06	2014-06-09		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724913	dolichoderinae	linepithema	humile	1 male	Pin				CASC				ANTC35028	Jere Schweikert	2014-06-19	2014-06-22		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724914	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35028	Jere Schweikert	2014-06-19	2014-06-22		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0724939	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC35031	Jere Schweikert	2014-08-23	2014-08-27		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0730061	dolichoderinae	linepithema	humile	3w	pin			PSWC	PSWC		Wild, A. L.	2004-11-30	PSW12753	Ward, P. S.	1995-01-23			park/garden	ground forager(s)		Rawson	Chubut		Argentina	10		-43.3	-65.1	1 minute	Neotropical		loc-43.3,-65.1	2024-05-26 07:36:27.0	1620	
casent0730062	dolichoderinae	linepithema	humile	2w, 1dq	pin			PSWC	PSWC		Ward, P. S.		PSW13221	Ward, P. S.	1996-09-08			old field/pasture	under stone		Passo da Lontra	Mato Grosso do Sul		Brazil	80		-19.58333	-57.01667	1 minute	Neotropical		loc-19.58333,-57.01667	2024-05-26 07:36:27.0	1620	
casent0730063	dolichoderinae	linepithema	humile	3w	pin			PSWC	PSWC		Ward, P. S.		PSW13364	Ward, P. S.	1997-05-21			grassland	ground nest		Grasslands Regional Park, 8 km SE Davis	California	Yolo Co.	United States	10		38.5	-121.68333	1 minute	Nearctic		loc38.5,-121.68333	2024-05-26 07:36:27.0	1620	
casent0730064	dolichoderinae	linepithema	humile	2w, 1m	pin			PSWC	PSWC		Ward, P. S.		PSW14564	Ward, P. S.	2002-04-15			coastal sage scrub	under stone		2 km SW Rancho Escondido, Santa Catalina I.	California	Los Angeles Co.	United States	80		33.38333	-118.46667	1 minute	Nearctic		loc33.38333,-118.46667	2024-05-26 07:36:27.0	1620	
casent0730403	dolichoderinae	linepithema	humile	2m	pin	Genitalia of 1m dissected by B. E. Boudinot.		UCDC	UCDC		Ward, P. S.	1999-11-30	PSW06742-03	Ward, P. S.	1984-05-22		at light				Davis	California	Yolo Co.	United States	10		38.55491	-121.73301	10 m	Nearctic	Original specimen label without coordinates. Georeferenced to the nearest 10 m, based on P. S. Ward field notes. Site is porchlight at 1505 Tulane Drive, Davis.	loc38.55491,-121.73301	2024-05-26 07:36:28.0	1620	
casent0730877	dolichoderinae	linepithema	humile	1w	pin			UCDC	UCDC		Boudinot, B. E.	2016-05-31	tc-397047842	Bruce, A.	2011-09-28					Replicates in ethanol.	UC Davis campus	California	Yolo Co.	United States			38.53333	-121.75		Nearctic		loc38.53333,-121.75	2024-05-26 07:37:21.0	1620	
casent0740824	dolichoderinae	linepithema	humile	3 workers	Pin				CASC				BLF01537	B.L. Fisher	1997-11-29			fynbos	under stone		Kleinmond Nature Reserve	Western Cape		South Africa	10		-34.345	19.00833		Afrotropical		Kleinmond_10	2024-08-16 02:49:34.0	1691	
casent0742437	dolichoderinae	linepithema	humile	1w	EtOH		DNA Extraction Code(s): GEN042	OIST	EPEC	Not Provided			EMS3070	E. Sarnat	2014-12-20						Oakland, CA	California		United States	6		37.802	-122.277		Nearctic		Oakland 6	2021-06-16 17:23:27.0	927	
